,Label
173,Negative
174,Positive
175,Positive
176,Positive
177,Positive
178,Negative
179,Positive
180,Negative
181,Positive
182,Positive
183,Positive
184,Positive
185,Positive
186,Positive
187,Positive
188,Positive
189,Negative
190,Negative
191,Negative
192,Positive
193,Positive
194,Positive
195,Negative
196,Positive
197,Positive
198,Positive
199,Positive
200,Positive
201,Positive
202,Positive
203,Positive
204,Positive
205,Negative
206,Positive
207,Negative
208,Positive
209,Negative
210,Positive
211,Negative
212,Negative
213,Positive
214,Positive
215,Negative
216,Positive
217,Negative
218,Positive
219,Negative
220,Positive
221,Positive
222,Positive
223,Positive
224,Negative
225,Negative
226,Negative
227,Positive
228,Positive
229,Positive
230,Positive
231,Negative
232,Negative
233,Positive
234,Negative
235,Positive
236,Negative
237,Positive
238,Positive
239,Positive
240,Positive
241,Positive
242,Positive
243,Negative
244,Negative
245,Positive
246,Positive
247,Negative
248,Positive
249,Negative
250,Negative
251,Negative
252,Negative
253,Positive
254,Positive
255,Negative
256,Positive
257,Negative
258,Negative
259,Negative
260,Negative
261,Positive
262,Positive
263,Negative
264,Negative
265,Positive
266,Positive
267,Positive
268,Positive
269,Positive
270,Positive
271,Negative
272,Positive
273,Negative
274,Negative
275,Positive
276,Negative
277,Positive
278,Negative
279,Negative
280,Negative
281,Negative
282,Positive
283,Positive
284,Positive
285,Positive
286,Negative
287,Positive
288,Positive
289,Positive
290,Positive
291,Negative
292,Positive
293,Negative
294,Negative
295,Positive
296,Positive
297,Negative
298,Negative
299,Positive
300,Positive
301,Positive
302,Negative
303,Negative
304,Positive
305,Negative
306,Negative
307,Positive
308,Negative
309,Positive
310,Positive
311,Positive
312,Negative
313,Positive
314,Positive
315,Negative
316,Positive
317,Positive
318,Positive
319,Positive
320,Positive
321,Positive
322,Positive
323,Positive
324,Negative
325,Positive
326,Negative
327,Negative
328,Positive
329,Positive
330,Positive
331,Positive
332,Positive
333,Negative
334,Negative
335,Positive
336,Positive
337,Positive
338,Positive
339,Positive
340,Positive
341,Positive
342,Negative
343,Positive
344,Positive
345,Negative
346,Positive
347,Positive
348,Positive
349,Positive
350,Positive
351,Positive
352,Positive
353,Negative
354,Positive
355,Negative
356,Positive
357,Positive
358,Positive
359,Negative
360,Positive
361,Positive
362,Positive
363,Positive
364,Negative
365,Negative
366,Negative
367,Positive
368,Positive
369,Positive
370,Negative
371,Positive
372,Positive
373,Negative
374,Positive
375,Positive
376,Negative
377,Negative
378,Positive
379,Positive
380,Negative
381,Positive
382,Positive
383,Positive
384,Positive
385,Positive
386,Positive
387,Positive
388,Positive
389,Positive
390,Positive
391,Positive
392,Positive
393,Negative
394,Positive
395,Positive
396,Negative
397,Positive
398,Positive
399,Negative
400,Negative
401,Negative
402,Positive
403,Positive
404,Negative
405,Positive
406,Negative
407,Positive
408,Negative
409,Positive
410,Positive
411,Positive
412,Positive
413,Negative
414,Positive
415,Positive
416,Positive
417,Negative
418,Positive
419,Positive
420,Negative
421,Positive
422,Positive
423,Positive
424,Positive
425,Positive
426,Positive
427,Positive
428,Positive
429,Negative
430,Negative
431,Positive
432,Negative
433,Positive
434,Positive
435,Positive
436,Positive
437,Positive
438,Positive
439,Positive
440,Positive
441,Positive
442,Positive
443,Negative
444,Positive
445,Positive
446,Negative
447,Positive
448,Negative
449,Negative
450,Positive
451,Positive
452,Positive
453,Positive
454,Positive
455,Positive
456,Positive
457,Positive
458,Positive
459,Positive
460,Positive
461,Negative
462,Negative
463,Positive
464,Negative
465,Negative
466,Positive
467,Negative
468,Positive
469,Positive
470,Positive
471,Positive
472,Positive
473,Positive
474,Positive
475,Negative
476,Positive
477,Positive
478,Positive
479,Negative
480,Negative
481,Positive
482,Positive
483,Positive
484,Positive
485,Positive
486,Positive
487,Negative
488,Positive
489,Positive
490,Negative
491,Positive
492,Positive
493,Negative
494,Positive
495,Negative
496,Negative
497,Negative
498,Positive
499,Negative
500,Negative
501,Positive
502,Positive
503,Positive
504,Positive
505,Positive
506,Negative
507,Positive
508,Positive
509,Positive
510,Negative
511,Positive
512,Positive
513,Negative
514,Negative
515,Positive
516,Positive
517,Positive
518,Positive
519,Negative
520,Positive
521,Positive
522,Negative
523,Positive
524,Negative
525,Negative
526,Positive
527,Positive
528,Negative
529,Negative
530,Positive
531,Negative
532,Positive
533,Positive
534,Positive
535,Positive
536,Positive
537,Positive
538,Negative
539,Positive
540,Positive
541,Positive
542,Positive
543,Positive
544,Negative
545,Positive
546,Positive
547,Negative
548,Positive
549,Positive
550,Positive
551,Positive
552,Positive
553,Positive
554,Positive
555,Positive
556,Positive
557,Negative
558,Positive
559,Positive
560,Positive
561,Positive
562,Positive
563,Negative
564,Positive
565,Negative
566,Positive
567,Positive
568,Negative
569,Positive
570,Positive
571,Positive
572,Positive
573,Positive
574,Positive
575,Negative
576,Negative
577,Positive
578,Positive
579,Positive
580,Positive
581,Negative
582,Negative
583,Positive
584,Positive
585,Negative
586,Positive
587,Positive
588,Positive
589,Positive
590,Positive
591,Positive
592,Positive
593,Positive
594,Positive
595,Positive
596,Negative
597,Positive
598,Positive
599,Positive
600,Negative
601,Positive
602,Positive
603,Positive
604,Positive
605,Positive
606,Positive
607,Positive
608,Negative
609,Positive
610,Positive
611,Negative
612,Positive
613,Positive
614,Negative
615,Positive
616,Positive
617,Negative
618,Positive
619,Negative
620,Positive
621,Negative
622,Positive
623,Positive
624,Negative
625,Negative
626,Positive
627,Positive
628,Positive
629,Positive
630,Negative
631,Positive
632,Negative
633,Positive
634,Positive
635,Positive
636,Positive
637,Positive
638,Negative
639,Negative
640,Positive
641,Positive
642,Positive
643,Positive
644,Positive
645,Positive
646,Positive
647,Positive
648,Negative
649,Positive
650,Positive
651,Negative
652,Positive
653,Positive
654,Positive
655,Positive
656,Positive
657,Negative
658,Negative
659,Negative
660,Negative
661,Negative
662,Positive
663,Positive
664,Positive
665,Positive
666,Negative
667,Positive
668,Positive
669,Positive
670,Positive
671,Negative
672,Positive
673,Positive
674,Negative
675,Positive
676,Negative
677,Positive
678,Positive
679,Positive
680,Positive
681,Positive
682,Negative
683,Negative
684,Negative
685,Positive
686,Negative
687,Positive
688,Positive
689,Positive
690,Positive
691,Positive
692,Negative
693,Positive
694,Positive
695,Negative
696,Positive
697,Positive
698,Negative
699,Positive
700,Negative
701,Positive
702,Positive
703,Positive
704,Positive
705,Negative
706,Negative
707,Positive
708,Negative
709,Positive
710,Positive
711,Negative
712,Positive
713,Positive
714,Negative
715,Negative
716,Positive
717,Positive
718,Positive
719,Positive
720,Negative
721,Positive
722,Positive
723,Positive
724,Positive
725,Positive
726,Positive
727,Positive
728,Negative
729,Positive
730,Positive
731,Positive
732,Positive
733,Positive
734,Negative
735,Positive
736,Positive
737,Negative
738,Positive
739,Negative
740,Positive
741,Negative
742,Positive
743,Positive
744,Positive
745,Positive
746,Positive
747,Positive
748,Positive
749,Negative
750,Negative
751,Positive
752,Positive
753,Negative
754,Positive
755,Positive
756,Positive
757,Positive
758,Positive
759,Positive
760,Positive
761,Positive
762,Negative
763,Positive
764,Positive
765,Positive
766,Positive
767,Negative
768,Negative
769,Positive
770,Positive
771,Positive
772,Positive
773,Positive
774,Negative
775,Positive
776,Positive
777,Positive
778,Positive
779,Negative
780,Positive
781,Positive
782,Positive
783,Positive
784,Positive
785,Positive
786,Positive
787,Negative
788,Positive
789,Positive
790,Negative
791,Positive
792,Positive
793,Positive
794,Positive
795,Positive
796,Positive
797,Negative
798,Negative
799,Negative
800,Negative
801,Negative
802,Positive
803,Positive
804,Negative
805,Positive
806,Positive
807,Positive
808,Negative
809,Negative
810,Positive
811,Negative
812,Positive
813,Positive
814,Positive
815,Negative
816,Positive
817,Positive
818,Negative
819,Positive
820,Positive
821,Positive
822,Positive
823,Negative
824,Positive
825,Positive
826,Negative
827,Positive
828,Positive
829,Positive
830,Negative
831,Positive
832,Negative
833,Positive
834,Positive
835,Positive
836,Positive
837,Positive
838,Negative
839,Positive
840,Negative
841,Positive
842,Positive
843,Positive
844,Positive
845,Negative
846,Positive
847,Negative
848,Negative
849,Positive
850,Positive
851,Negative
852,Negative
853,Positive
854,Positive
855,Negative
856,Positive
857,Negative
858,Positive
859,Positive
860,Negative
861,Positive
862,Negative
863,Positive
864,Positive
865,Positive
866,Negative
867,Positive
868,Positive
869,Positive
870,Negative
871,Positive
872,Negative
873,Positive
874,Negative
875,Negative
876,Positive
877,Positive
878,Positive
879,Positive
880,Positive
881,Positive
882,Positive
883,Negative
884,Negative
885,Positive
886,Positive
887,Positive
888,Negative
889,Positive
890,Negative
891,Positive
892,Positive
893,Positive
894,Positive
895,Negative
896,Positive
897,Negative
898,Positive
899,Positive
900,Positive
901,Negative
902,Positive
903,Positive
904,Positive
905,Positive
906,Positive
907,Positive
908,Negative
909,Positive
910,Negative
911,Positive
912,Positive
913,Positive
914,Positive
915,Positive
916,Positive
917,Negative
918,Positive
919,Positive
920,Positive
921,Negative
922,Positive
923,Positive
924,Positive
925,Positive
926,Positive
927,Negative
928,Positive
929,Positive
930,Negative
931,Positive
932,Positive
933,Positive
934,Positive
935,Positive
936,Positive
937,Negative
938,Positive
939,Positive
940,Negative
941,Positive
942,Positive
943,Positive
944,Positive
945,Positive
946,Negative
947,Positive
948,Positive
949,Negative
950,Positive
951,Positive
952,Positive
953,Positive
954,Negative
955,Positive
956,Positive
957,Positive
958,Positive
959,Positive
960,Positive
961,Positive
962,Positive
963,Positive
964,Negative
965,Negative
966,Negative
967,Positive
968,Positive
969,Negative
970,Positive
971,Positive
972,Positive
973,Negative
974,Positive
975,Positive
976,Positive
977,Positive
978,Negative
979,Positive
980,Positive
981,Negative
982,Positive
983,Positive
984,Positive
985,Negative
986,Positive
987,Positive
988,Negative
989,Positive
990,Positive
991,Positive
992,Positive
993,Positive
994,Positive
995,Positive
996,Positive
997,Negative
998,Positive
999,Negative
1000,Positive
1001,Positive
1002,Positive
1003,Negative
1004,Positive
1005,Negative
1006,Positive
1007,Positive
1008,Negative
1009,Negative
1010,Positive
1011,Positive
1012,Positive
1013,Negative
1014,Positive
1015,Positive
1016,Positive
1017,Negative
1018,Negative
1019,Positive
1020,Negative
1021,Negative
1022,Positive
1023,Positive
1024,Positive
1025,Positive
1026,Positive
1027,Positive
1028,Positive
1029,Positive
1030,Positive
1031,Positive
1032,Positive
1033,Negative
1034,Positive
1035,Positive
1036,Positive
1037,Positive
1038,Positive
1039,Positive
1040,Positive
1041,Negative
1042,Negative
1043,Positive
1044,Positive
1045,Negative
1046,Positive
1047,Positive
1048,Positive
1049,Positive
1050,Positive
1051,Positive
1052,Positive
1053,Negative
1054,Positive
1055,Positive
1056,Negative
1057,Positive
1058,Positive
1059,Positive
1060,Positive
1061,Negative
1062,Positive
1063,Positive
1064,Positive
1065,Positive
1066,Negative
1067,Positive
1068,Positive
1069,Positive
1070,Positive
1071,Positive
1072,Positive
1073,Negative
1074,Positive
1075,Positive
1076,Positive
1077,Positive
1078,Positive
1079,Negative
1080,Positive
1081,Positive
1082,Positive
1083,Negative
1084,Negative
1085,Positive
1086,Negative
1087,Positive
1088,Positive
1089,Positive
1090,Positive
1091,Negative
1092,Negative
1093,Positive
1094,Positive
1095,Negative
1096,Positive
1097,Positive
1098,Positive
1099,Positive
1100,Positive
1101,Positive
1102,Positive
1103,Positive
1104,Positive
1105,Positive
1106,Positive
1107,Positive
1108,Positive
1109,Negative
1110,Positive
1111,Positive
1112,Negative
1113,Positive
1114,Positive
1115,Positive
1116,Positive
1117,Positive
1118,Positive
1119,Positive
1120,Positive
1121,Positive
1122,Positive
1123,Negative
1124,Negative
1125,Positive
1126,Positive
1127,Positive
1128,Positive
1129,Positive
1130,Positive
1131,Positive
1132,Positive
1133,Positive
1134,Positive
1135,Negative
1136,Positive
1137,Positive
1138,Positive
1139,Positive
1140,Positive
1141,Positive
1142,Positive
1143,Positive
1144,Positive
1145,Positive
1146,Positive
1147,Negative
1148,Positive
1149,Positive
1150,Positive
1151,Positive
1152,Negative
1153,Positive
1154,Negative
1155,Positive
1156,Positive
1157,Positive
1158,Positive
1159,Positive
1160,Positive
1161,Positive
1162,Positive
1163,Positive
1164,Positive
1165,Positive
1166,Positive
1167,Positive
1168,Positive
1169,Positive
1170,Negative
1171,Positive
1172,Negative
1173,Positive
1174,Negative
1175,Positive
1176,Positive
1177,Negative
1178,Positive
1179,Positive
1180,Negative
1181,Positive
1182,Positive
1183,Negative
1184,Positive
1185,Positive
1186,Positive
1187,Positive
1188,Positive
1189,Positive
1190,Negative
1191,Positive
1192,Positive
1193,Positive
1194,Positive
1195,Positive
1196,Positive
1197,Positive
1198,Positive
1199,Positive
1200,Negative
1201,Negative
1202,Positive
1203,Positive
1204,Positive
1205,Negative
1206,Positive
1207,Positive
1208,Positive
1209,Positive
1210,Positive
1211,Positive
1212,Positive
1213,Positive
1214,Positive
1215,Positive
1216,Positive
1217,Positive
1218,Positive
1219,Negative
1220,Negative
1221,Positive
1222,Positive
1223,Positive
1224,Positive
1225,Positive
1226,Negative
1227,Positive
1228,Positive
1229,Negative
1230,Positive
1231,Positive
1232,Negative
1233,Positive
1234,Positive
1235,Positive
1236,Positive
1237,Positive
1238,Positive
1239,Positive
1240,Positive
1241,Positive
1242,Positive
1243,Positive
1244,Positive
1245,Positive
1246,Positive
1247,Positive
1248,Positive
1249,Positive
1250,Positive
1251,Positive
1252,Negative
1253,Positive
1254,Positive
1255,Positive
1256,Positive
1257,Negative
1258,Positive
1259,Positive
1260,Positive
1261,Positive
1262,Positive
1263,Positive
1264,Negative
1265,Positive
1266,Positive
1267,Positive
1268,Positive
1269,Positive
1270,Negative
1271,Positive
1272,Positive
1273,Positive
1274,Positive
1275,Positive
1276,Positive
1277,Positive
1278,Positive
1279,Negative
1280,Positive
1281,Positive
1282,Positive
1283,Negative
1284,Positive
1285,Positive
1286,Positive
1287,Positive
1288,Positive
1289,Negative
1290,Negative
1291,Positive
1292,Positive
1293,Negative
1294,Positive
1295,Negative
1296,Negative
1297,Positive
1298,Positive
1299,Positive
1300,Positive
1301,Positive
1302,Positive
1303,Negative
1304,Positive
1305,Negative
1306,Negative
1307,Positive
1308,Negative
1309,Positive
1310,Positive
1311,Positive
1312,Negative
1313,Positive
1314,Positive
1315,Positive
1316,Positive
1317,Positive
1318,Positive
1319,Positive
1320,Positive
1321,Positive
1322,Positive
1323,Positive
1324,Positive
1325,Negative
1326,Positive
1327,Negative
1328,Positive
1329,Negative
1330,Positive
1331,Negative
1332,Positive
1333,Positive
1334,Positive
1335,Positive
1336,Positive
1337,Negative
1338,Positive
1339,Positive
1340,Positive
1341,Positive
1342,Positive
1343,Positive
1344,Negative
1345,Negative
1346,Negative
1347,Negative
1348,Positive
1349,Negative
1350,Positive
1351,Positive
1352,Negative
1353,Negative
1354,Negative
1355,Negative
1356,Positive
1357,Positive
1358,Negative
1359,Negative
1360,Positive
1361,Negative
1362,Positive
1363,Positive
1364,Positive
1365,Positive
1366,Positive
1367,Negative
1368,Positive
1369,Positive
1370,Positive
1371,Positive
1372,Positive
1373,Positive
1374,Positive
1375,Negative
1376,Positive
1377,Negative
1378,Positive
1379,Positive
1380,Positive
1381,Positive
1382,Positive
1383,Positive
1384,Negative
1385,Positive
1386,Positive
1387,Positive
1388,Positive
1389,Positive
1390,Negative
1391,Positive
1392,Positive
1393,Positive
1394,Negative
1395,Positive
1396,Positive
1397,Negative
1398,Negative
1399,Positive
1400,Negative
1401,Positive
1402,Positive
1403,Positive
1404,Positive
1405,Positive
1406,Positive
1407,Positive
1408,Positive
1409,Positive
1410,Positive
1411,Positive
1412,Positive
1413,Positive
1414,Negative
1415,Positive
1416,Positive
1417,Positive
1418,Positive
1419,Positive
1420,Positive
1421,Positive
1422,Negative
1423,Positive
1424,Positive
1425,Negative
1426,Positive
1427,Positive
1428,Negative
1429,Positive
1430,Positive
1431,Positive
1432,Positive
1433,Negative
1434,Positive
1435,Negative
1436,Positive
1437,Negative
1438,Positive
1439,Positive
1440,Positive
1441,Negative
1442,Positive
1443,Negative
1444,Negative
1445,Positive
1446,Positive
1447,Positive
1448,Positive
1449,Positive
1450,Positive
1451,Positive
1452,Positive
1453,Positive
1454,Positive
1455,Positive
1456,Negative
1457,Positive
1458,Positive
1459,Positive
1460,Positive
1461,Positive
1462,Negative
1463,Positive
1464,Positive
1465,Positive
1466,Positive
1467,Positive
1468,Negative
1469,Positive
1470,Positive
1471,Positive
1472,Negative
1473,Negative
1474,Positive
1475,Positive
1476,Negative
1477,Positive
1478,Positive
1479,Positive
1480,Positive
1481,Positive
1482,Positive
1483,Positive
1484,Negative
1485,Negative
1486,Negative
1487,Positive
1488,Positive
1489,Positive
1490,Positive
1491,Negative
1492,Negative
1493,Negative
1494,Positive
1495,Positive
1496,Positive
1497,Negative
1498,Positive
1499,Positive
1500,Positive
1501,Negative
1502,Positive
1503,Negative
1504,Negative
1505,Positive
1506,Positive
1507,Positive
1508,Positive
1509,Positive
1510,Negative
1511,Positive
1512,Negative
1513,Negative
1514,Negative
1515,Positive
1516,Positive
1517,Negative
1518,Negative
1519,Positive
1520,Positive
1521,Positive
1522,Positive
1523,Positive
1524,Negative
1525,Positive
1526,Positive
1527,Positive
1528,Positive
1529,Negative
1530,Positive
1531,Positive
1532,Positive
1533,Positive
1534,Negative
1535,Positive
1536,Negative
1537,Positive
1538,Positive
1539,Positive
1540,Positive
1541,Positive
1542,Negative
1543,Negative
1544,Negative
1545,Positive
1546,Positive
1547,Positive
1548,Positive
1549,Positive
1550,Positive
1551,Positive
1552,Negative
1553,Positive
1554,Positive
1555,Positive
1556,Positive
1557,Negative
1558,Positive
1559,Positive
1560,Positive
1561,Positive
1562,Negative
1563,Positive
1564,Positive
1565,Positive
1566,Negative
1567,Positive
1568,Positive
1569,Positive
1570,Positive
1571,Positive
1572,Positive
1573,Positive
1574,Negative
1575,Negative
1576,Positive
1577,Negative
1578,Positive
1579,Positive
1580,Positive
1581,Positive
1582,Positive
1583,Positive
1584,Negative
1585,Positive
1586,Positive
1587,Positive
1588,Positive
1589,Positive
1590,Positive
1591,Positive
1592,Positive
1593,Positive
1594,Positive
1595,Positive
1596,Positive
1597,Negative
1598,Positive
1599,Positive
1600,Negative
1601,Negative
1602,Positive
1603,Negative
1604,Negative
1605,Positive
1606,Positive
1607,Positive
1608,Positive
1609,Positive
1610,Positive
1611,Positive
1612,Positive
1613,Positive
1614,Positive
1615,Negative
1616,Positive
1617,Positive
1618,Positive
1619,Positive
1620,Positive
1621,Positive
1622,Negative
1623,Positive
1624,Positive
1625,Negative
1626,Positive
1627,Negative
1628,Positive
1629,Positive
1630,Positive
1631,Negative
1632,Positive
1633,Positive
1634,Positive
1635,Negative
1636,Positive
1637,Negative
1638,Negative
1639,Positive
1640,Positive
1641,Positive
1642,Positive
1643,Positive
1644,Positive
1645,Positive
1646,Positive
1647,Positive
1648,Positive
1649,Positive
1650,Positive
1651,Positive
1652,Negative
1653,Negative
1654,Positive
1655,Positive
1656,Positive
1657,Positive
1658,Positive
1659,Positive
1660,Positive
1661,Negative
1662,Negative
1663,Positive
1664,Positive
1665,Positive
1666,Negative
1667,Negative
1668,Negative
1669,Negative
1670,Positive
1671,Positive
1672,Positive
1673,Positive
1674,Negative
1675,Positive
1676,Positive
1677,Positive
1678,Positive
1679,Positive
1680,Positive
1681,Positive
1682,Positive
1683,Positive
1684,Positive
1685,Positive
1686,Positive
1687,Positive
1688,Negative
1689,Negative
1690,Positive
1691,Positive
1692,Positive
1693,Positive
1694,Positive
1695,Negative
1696,Positive
1697,Positive
1698,Positive
1699,Positive
1700,Positive
1701,Positive
1702,Positive
1703,Positive
1704,Positive
1705,Positive
1706,Positive
1707,Negative
1708,Positive
1709,Positive
1710,Positive
1711,Negative
1712,Positive
1713,Positive
1714,Positive
1715,Positive
1716,Positive
1717,Negative
1718,Positive
1719,Negative
1720,Negative
1721,Negative
1722,Positive
1723,Positive
1724,Positive
1725,Positive
1726,Positive
1727,Positive
1728,Negative
1729,Negative
1730,Positive
1731,Negative
1732,Positive
1733,Positive
1734,Positive
1735,Positive
1736,Negative
1737,Positive
1738,Positive
1739,Negative
1740,Positive
1741,Negative
1742,Positive
1743,Positive
1744,Positive
1745,Positive
1746,Positive
1747,Positive
1748,Positive
1749,Positive
1750,Positive
1751,Positive
1752,Positive
1753,Positive
1754,Negative
1755,Positive
1756,Positive
1757,Negative
1758,Positive
1759,Positive
1760,Negative
1761,Positive
1762,Positive
1763,Negative
1764,Positive
1765,Negative
1766,Positive
1767,Negative
1768,Positive
1769,Positive
1770,Positive
1771,Positive
1772,Positive
1773,Positive
1774,Positive
1775,Positive
1776,Negative
1777,Positive
1778,Positive
1779,Positive
1780,Negative
1781,Negative
1782,Positive
1783,Positive
1784,Positive
1785,Positive
1786,Positive
1787,Positive
1788,Positive
1789,Negative
1790,Positive
1791,Positive
1792,Negative
1793,Positive
1794,Positive
1795,Positive
1796,Negative
1797,Positive
1798,Positive
1799,Negative
1800,Positive
1801,Negative
1802,Positive
1803,Positive
1804,Negative
1805,Positive
1806,Positive
1807,Negative
1808,Positive
1809,Positive
1810,Negative
1811,Positive
1812,Positive
1813,Positive
1814,Positive
1815,Positive
1816,Positive
1817,Positive
1818,Positive
1819,Positive
1820,Positive
1821,Negative
1822,Positive
1823,Negative
1824,Positive
1825,Negative
1826,Negative
1827,Positive
1828,Positive
1829,Positive
1830,Positive
1831,Positive
1832,Positive
1833,Positive
1834,Negative
1835,Negative
1836,Positive
1837,Positive
1838,Positive
1839,Positive
1840,Positive
1841,Negative
1842,Negative
1843,Negative
1844,Positive
1845,Negative
1846,Positive
1847,Positive
1848,Positive
1849,Positive
1850,Positive
1851,Positive
1852,Positive
1853,Positive
1854,Positive
1855,Positive
1856,Positive
1857,Negative
1858,Positive
1859,Positive
1860,Positive
1861,Negative
1862,Positive
1863,Negative
1864,Positive
1865,Positive
1866,Positive
1867,Positive
1868,Negative
1869,Positive
1870,Negative
1871,Positive
1872,Positive
1873,Positive
1874,Positive
1875,Positive
1876,Positive
1877,Positive
1878,Positive
1879,Positive
1880,Positive
1881,Positive
1882,Positive
1883,Negative
1884,Positive
1885,Positive
1886,Positive
1887,Positive
1888,Positive
1889,Positive
1890,Positive
1891,Positive
1892,Positive
1893,Positive
1894,Negative
1895,Positive
1896,Positive
1897,Positive
1898,Negative
1899,Positive
1900,Positive
1901,Positive
1902,Positive
1903,Positive
1904,Positive
1905,Positive
1906,Positive
1907,Positive
1908,Positive
1909,Positive
1910,Positive
1911,Positive
1912,Positive
1913,Positive
1914,Negative
1915,Positive
1916,Positive
1917,Positive
1918,Negative
1919,Positive
1920,Positive
1921,Positive
1922,Positive
1923,Positive
1924,Negative
1925,Positive
1926,Positive
1927,Positive
1928,Positive
1929,Positive
1930,Positive
1931,Positive
1932,Positive
1933,Positive
1934,Positive
1935,Positive
1936,Positive
1937,Negative
1938,Positive
1939,Positive
1940,Positive
1941,Positive
1942,Negative
1943,Positive
1944,Positive
1945,Negative
1946,Positive
1947,Positive
1948,Negative
1949,Negative
1950,Positive
1951,Positive
1952,Positive
1953,Positive
1954,Positive
1955,Positive
1956,Positive
1957,Negative
1958,Positive
1959,Positive
1960,Positive
1961,Negative
1962,Positive
1963,Positive
1964,Negative
1965,Positive
1966,Positive
1967,Negative
1968,Positive
1969,Positive
1970,Negative
1971,Positive
1972,Positive
1973,Positive
1974,Negative
1975,Positive
1976,Negative
1977,Positive
1978,Positive
1979,Positive
1980,Positive
1981,Positive
1982,Positive
1983,Positive
1984,Positive
1985,Negative
1986,Positive
1987,Positive
1988,Positive
1989,Positive
1990,Positive
1991,Positive
1992,Positive
1993,Positive
1994,Negative
1995,Positive
1996,Positive
1997,Positive
1998,Positive
1999,Positive
2000,Positive
2001,Negative
2002,Positive
2003,Positive
2004,Positive
2005,Positive
2006,Positive
2007,Positive
2008,Positive
2009,Positive
2010,Positive
2011,Positive
2012,Positive
2013,Negative
2014,Positive
2015,Positive
2016,Positive
2017,Positive
2018,Negative
2019,Positive
2020,Positive
2021,Negative
2022,Positive
2023,Positive
2024,Positive
2025,Positive
2026,Positive
2027,Positive
2028,Positive
2029,Positive
2030,Positive
2031,Negative
2032,Negative
2033,Positive
2034,Positive
2035,Positive
2036,Positive
2037,Positive
2038,Positive
2039,Negative
2040,Positive
2041,Negative
2042,Positive
2043,Negative
2044,Positive
2045,Negative
2046,Positive
2047,Positive
2048,Positive
2049,Negative
2050,Positive
2051,Positive
2052,Positive
2053,Positive
2054,Positive
2055,Positive
2056,Negative
2057,Positive
2058,Positive
2059,Positive
2060,Negative
2061,Positive
2062,Positive
2063,Positive
2064,Positive
2065,Positive
2066,Positive
2067,Negative
2068,Negative
2069,Positive
2070,Positive
2071,Negative
2072,Positive
2073,Positive
2074,Positive
2075,Negative
2076,Negative
2077,Positive
2078,Positive
2079,Negative
2080,Negative
2081,Positive
2082,Positive
2083,Positive
2084,Positive
2085,Positive
2086,Positive
2087,Positive
2088,Positive
2089,Negative
2090,Negative
2091,Positive
2092,Positive
2093,Positive
2094,Positive
2095,Positive
2096,Positive
2097,Positive
2098,Positive
2099,Positive
2100,Positive
2101,Positive
2102,Positive
2103,Positive
2104,Positive
2105,Positive
2106,Positive
2107,Positive
2108,Negative
2109,Positive
2110,Positive
2111,Positive
2112,Positive
2113,Positive
2114,Positive
2115,Positive
2116,Positive
2117,Positive
2118,Positive
2119,Positive
2120,Positive
2121,Positive
2122,Positive
2123,Positive
2124,Negative
2125,Positive
2126,Positive
2127,Negative
2128,Positive
2129,Positive
2130,Positive
2131,Negative
2132,Positive
2133,Negative
2134,Positive
2135,Positive
2136,Positive
2137,Positive
2138,Positive
2139,Positive
2140,Positive
